URL, Stars, Commits, Branches, Forks, Open Issues
https://github.com/dotClique/dotpool-unity, 0, 44, 0, 0, 0
https://github.com/TsingPig/VRAgent, 0, 43, 0, 0, 0
https://github.com/andresilmor/Remote-Controlled-Application-in-Virtual-Reality-for-360-Visualization-with-Eye-Tracking, 0, 35, 0, 0, 0
https://github.com/DoctorBlobs/VGuns-Unity-VR, 0, 28, 0, 0, 0
https://github.com/Fronsto/SWE_Project_Majuli, 0, 28, 0, 1, 0
https://github.com/PandaLen/StrojkaVR, 0, 28, 0, 0, 0
https://github.com/theashutoshn/LatheMachine-VR, 0, 27, 0, 0, 0
https://github.com/Jonatandb/Unity_VR_EscapeRatonil_Jonatandb, 0, 22, 0, 0, 0
https://github.com/JonathanBerkeley/VRMod, 0, 20, 0, 0, 0
https://github.com/acur97/ARKADIUS, 0, 20, 0, 0, 0
https://github.com/d3val/VR-Room---Eduardo-A, 0, 20, 0, 0, 0
https://github.com/Mrgove10/Unity-VR-template, 0, 19, 0, 2, 0
https://github.com/jordialfonsop/Castle-Quest-The-Search-For-The-Treasure, 0, 19, 0, 0, 5
https://github.com/StevenRice99/Virtual-Monitors, 0, 17, 0, 0, 7
https://github.com/Jonatandb/Unity_VR_Template_Jonatandb, 0, 16, 0, 0, 0
https://github.com/ACROSS-Lab/HoanKiemAirVR-Unity, 0, 15, 0, 0, 3
https://github.com/dimitrivlachos/VR-Cooking-Demo, 0, 14, 0, 0, 0
https://github.com/celine-hsieh/Non_Euclidian_Geometry--VR, 0, 12, 0, 0, 0
https://github.com/ofsouzap/VRcade, 0, 12, 0, 0, 0
https://github.com/AdrianVides56/0x0B-unity-vr_room, 0, 11, 0, 0, 0
https://github.com/laurencebrwn/CMP3754M-virtual-reality-assessment, 0, 11, 0, 0, 0
https://github.com/DhiaSendi/VR_PersonalProject, 0, 10, 0, 0, 0
https://github.com/jui2411/Eight360-Experiences-Project, 0, 10, 0, 0, 0
https://github.com/Aynur19/Unity_XR-Quest, 0, 9, 0, 0, 0
https://github.com/andresilmor/Unity-Learn-VR-Development-Pathway, 0, 7, 0, 0, 0
https://github.com/theashutoshn/Classroom-VR, 0, 7, 0, 0, 0
https://github.com/andresilmor/Interaction-with-360-Hotspot-elements-in-Virtual-Reality, 0, 6, 0, 0, 0
https://github.com/aarindave/Solar-System-VR, 0, 5, 0, 0, 0
https://github.com/Ldragon27/VR-Basics, 0, 4, 0, 0, 0
https://github.com/MdAsimKhan/VR-Room, 0, 4, 0, 0, 1
https://github.com/Starvinci/VR-Adventure, 0, 4, 0, 0, 0
https://github.com/ekito-station/grab-sound-vr, 0, 4, 0, 0, 0
https://github.com/Carolina-Riddick/Simple-VR, 0, 3, 0, 0, 0
https://github.com/Cluster-Team/Cluster-Visualizer, 0, 3, 0, 0, 0
https://github.com/HugoFara/speech-to-world-unity-client, 0, 3, 0, 0, 4
https://github.com/Lowndes-High-TSA/2025-Virtual-Reality-Simulation, 0, 3, 0, 0, 0
https://github.com/MSTS-S/Unity-OfficeRoomEscape, 0, 3, 0, 0, 0
https://github.com/SanyaKirilv/VRHackaton_UnityGame, 0, 3, 0, 0, 0
https://github.com/jvelazqueztraut/ymiyp-vr, 0, 3, 0, 0, 0
https://github.com/chubozeko/MechaRacer, 0, 2, 0, 0, 0
https://github.com/dhcdht/FakeXR2, 0, 2, 0, 0, 0
https://github.com/ItsFeny/Batting-Simulator, 0, 1, 0, 0, 0
https://github.com/ShinjiMC/TryNotDie, 0, 1, 0, 0, 0
https://github.com/Ynng/Try-Catch-Throw, 0, 1, 0, 0, 0
https://github.com/alexisseurin/7-FactoryFrenzyVR-with-HMD, 0, 1, 0, 0, 0
https://github.com/marianpekar/unity-calc-vr, 0, 1, 0, 0, 0
